Number of scenarios;Runtime;Objective
5;1.7607159614562988;6471.7831
10;3.669733762741089;7191.5301
20;7.466542720794678;8076.982
50;19.02682876586914;8110.178600000001
75;29.044929027557373;8185.169600000002
100;39.42263436317444;8404.8943
150;60.57930588722229;8486.401
200;82.98301124572754;8569.478700000001
250;105.74796533584595;8456.021900000007
300;128.2768452167511;8536.908899999997
400;178.41100811958313;8617.540800000002
500;226.98697352409363;8567.057799999999
750;351.9085018634796;8571.884700000002
1000;473.9818277359009;8537.931900000014
