Number of scenarios;Runtime;Objective
5;0.4048752784729004;615171.2139
10;0.8235294818878174;593254.6200000001
20;1.6963610649108887;583336.4432
50;4.248007297515869;582224.4881999998
75;6.479737043380737;569474.7653000001
100;8.656695127487183;563863.2527000001
150;13.069712162017822;560401.6100000001
200;17.811282873153687;559931.7259000001
250;22.507611513137817;566225.9589000002
300;27.166993618011475;568073.3677000003
400;36.76505637168884;568883.5812999996
500;46.65355920791626;571896.2007999999
750;71.37019681930542;574892.9053999995
1000;96.32502484321594;577645.1378999999
