Number of scenarios;Runtime;Objective
5;0.3075263500213623;548627.1961000001
10;0.6216244697570801;541493.4839
20;1.2489547729492188;564545.9678
50;3.16597318649292;545594.4702999998
75;4.7709455490112305;546812.9771000003
100;6.4319071769714355;541044.4358999999
150;9.695375680923462;521473.2025999999
200;13.09080958366394;520652.45699999976
250;16.35832190513611;512629.72959999996
300;19.746249675750732;516620.1423999996
400;26.694120168685913;509799.3815000001
500;33.714988470077515;507196.9325999996
750;51.59422779083252;512218.72350000014
1000;69.56285190582275;514814.5188000001
