Number of scenarios;Runtime;Objective
5;0.3440115451812744;439410.52359999996
10;0.6897814273834229;439450.60229999997
20;1.4021284580230713;406564.42500000005
50;3.544271230697632;420885.8161
75;5.331292629241943;433804.06860000006
100;7.194090366363525;441343.141
150;10.956441164016724;443162.93490000005
200;14.788234949111938;441358.9564
250;18.494198322296143;444517.2664000002
300;22.40699028968811;445325.8304999998
400;30.264251470565796;445041.8476
500;38.22235131263733;443961.9456000003
750;58.2508978843689;441369.2352999998
1000;78.89380168914795;441258.3048999998
