Number of scenarios;Runtime;Objective
5;0.7620775699615479;4244.5243
10;1.5536038875579834;4392.2005
20;3.1719210147857666;4883.8516
50;8.08106517791748;4970.9999
75;12.323028564453125;5003.6096
100;16.532477378845215;5165.110300000002
150;25.213775873184204;5266.392900000001
200;34.443878412246704;5227.023799999999
250;43.53156876564026;5223.467100000005
300;52.99702596664429;5251.9
400;73.14305782318115;5285.376499999996
500;93.3990249633789;5292.794100000004
750;145.36548447608948;5325.9554999999955
1000;198.42304039001465;5300.654899999995
