Number of scenarios;Runtime;Objective
5;0.05822181701660156;176036.9753
10;0.13270854949951172;160885.874
20;0.2216019630432129;158955.45
50;0.5910398960113525;180561.72020000004
75;0.8897929191589355;195236.0150999999
100;1.1991033554077148;194242.07359999997
150;1.8227059841156006;198274.8724
200;2.434108257293701;201272.85970000006
250;3.0772180557250977;199699.9882
300;3.721959352493286;199303.3582999999
400;5.043868780136108;199020.68070000003
500;6.401687860488892;200024.6982999999
750;10.100974082946777;200974.69959999988
1000;13.87580394744873;201663.0513000002
