Number of scenarios;Runtime;Objective
5;0.04527878761291504;131884.102
10;0.11260509490966797;119715.2533
20;0.17637991905212402;106544.1069
50;0.4393308162689209;116034.6506
75;0.6822259426116943;113657.30500000002
100;0.9148726463317871;112639.04449999996
150;1.3676857948303223;115469.53779999998
200;1.883692979812622;116867.62360000002
250;2.362013339996338;119258.48040000001
300;2.8521056175231934;119444.85460000005
400;3.876221179962158;120553.5515
500;4.904205322265625;120833.8301999999
750;7.70741081237793;120489.94290000004
1000;10.709973335266113;120457.34460000004
