Number of scenarios;Runtime;Objective
5;0.05295252799987793;122418.90369999998
10;0.12598347663879395;130640.80300000001
20;0.20947957038879395;130037.16
50;0.5517857074737549;120029.59470000003
75;0.7911908626556396;119379.516
100;1.1066973209381104;117592.14060000004
150;1.619507074356079;118461.83619999999
200;2.245816707611084;116751.49520000003
250;2.775757074356079;115988.32269999996
300;3.3546969890594482;117159.74999999999
400;4.570064306259155;117940.32660000004
500;5.7781665325164795;117600.44340000006
750;8.981102466583252;116663.70439999994
1000;12.300839900970459;116397.70260000008
