Number of scenarios;Runtime;Objective
5;0.1689910888671875;171906.2155
10;0.30704593658447266;193659.8694
20;0.6315109729766846;160953.30060000002
50;1.568556547164917;151994.1872
75;2.3491053581237793;153017.68249999997
100;3.178682565689087;157248.93180000002
150;4.744282245635986;158692.51419999998
200;6.453384637832642;159166.50640000004
250;8.081920385360718;162112.52139999997
300;9.770334959030151;162133.86919999987
400;13.170576333999634;161643.43970000008
500;16.602379322052002;162504.95220000003
750;25.42119836807251;163953.41399999976
1000;34.54112362861633;163424.99110000004
