Number of scenarios;Runtime;Objective
5;5.438938856124878;5347.6458
10;11.127270460128784;5155.1727
20;22.874083757400513;5219.241100000001
50;58.89806628227234;5093.5659000000005
75;90.44645118713379;5068.132899999999
100;122.37544298171997;5097.1338
150;189.69309949874878;5118.654599999999
200;260.72269654273987;5120.256100000001
250;333.7748312950134;5105.360199999999
300;407.8422770500183;5148.070600000002
400;557.8259348869324;5140.236300000003
500;690.3667104244232;5132.075000000004
750;1051.209440946579;5136.893700000001
1000;1414.3248090744019;5142.782800000001
