Number of scenarios;Runtime;Objective
5;1.1875452995300293;1857.6096000000002
10;2.4608843326568604;2009.9526999999998
20;5.002987623214722;1886.1317
50;12.697014808654785;2017.0391000000004
75;19.457852125167847;2039.9560999999999
100;26.224034309387207;1985.0715999999995
150;39.77627658843994;2007.028100000001
200;54.318599462509155;1984.5583000000004
250;68.8437442779541;1979.1210999999998
300;84.11177229881287;1975.8431000000005
400;115.02578806877136;1968.8952000000008
500;146.92170453071594;1967.8951000000009
750;228.79745626449585;1973.3902000000007
1000;307.75598406791687;1967.2233999999999
