Number of scenarios;Runtime;Objective
5;0.1136469841003418;222513.5834
10;0.1707465648651123;188050.3012
20;0.3436000347137451;165274.00200000004
50;0.8858773708343506;158712.97040000005
75;1.3559987545013428;162990.92669999998
100;1.786369800567627;161432.46729999996
150;2.6942224502563477;158671.21810000003
200;3.668435573577881;157797.56920000009
250;4.591259241104126;157627.67490000004
300;5.580348968505859;159201.31620000006
400;7.488109350204468;158691.5513999999
500;9.488592147827148;158865.01390000002
750;14.77929139137268;157874.3555000001
1000;20.296705722808838;158279.56919999994
