Number of scenarios;Runtime;Objective
5;2.982687473297119;10214.0723
10;6.183351278305054;9128.1527
20;12.690701484680176;8971.0762
50;32.78191304206848;8694.999000000002
75;49.98391366004944;8528.380400000002
100;67.62427401542664;8220.0532
150;105.04914975166321;8545.277600000001
200;143.67541098594666;8577.406300000004
250;184.85492539405823;8661.116399999994
300;226.00473046302795;8728.3514
400;310.79258012771606;8853.885700000003
500;393.5495910644531;8783.071600000003
750;601.5442016124725;8748.688900000005
1000;806.3847229480743;8755.448400000007
