Number of scenarios;Runtime;Objective
5;0.05917525291442871;164333.2093
10;0.1382310390472412;171554.302
20;0.23395395278930664;162206.4966
50;0.602581262588501;145595.3043
75;0.897188663482666;142757.5151
100;1.2117884159088135;143988.64089999997
150;1.8354823589324951;144747.94799999997
200;2.483112096786499;144261.7457
250;3.0934619903564453;147547.34170000002
300;3.7336933612823486;147106.66859999977
400;5.085078716278076;145478.1443999999
500;6.3984174728393555;148875.77099999998
750;9.942937135696411;151614.62320000015
1000;13.667949199676514;151806.8774000003
