Number of scenarios;Runtime;Objective
5;2.7864017486572266;10722.020500000002
10;5.759974002838135;10462.3925
20;11.77387547492981;9997.116100000001
50;30.372697830200195;10090.084
75;46.46278142929077;9877.640300000001
100;62.890969038009644;9664.148099999999
150;97.1055657863617;9497.400099999999
200;133.0060465335846;9423.986599999995
250;170.6553168296814;9461.099200000008
300;208.51385879516602;9360.069999999996
400;287.75374722480774;9389.07909999999
500;367.165406703949;9419.993400000005
750;557.2984910011292;9365.459900000013
1000;749.7771396636963;9354.982800000003
