Number of scenarios;Runtime;Objective
5;0.5144996643066406;600748.8322000001
10;1.0104310512542725;509897.5314
20;2.113123655319214;564274.8875
50;5.345179319381714;552626.088
75;7.895769834518433;548416.5959
100;10.641063928604126;542683.654
150;16.021578550338745;551138.3177
200;22.551705360412598;544297.9447999999
250;28.210628509521484;542145.4780000002
300;33.44985628128052;540699.8906000002
400;46.53266167640686;543137.6533000002
500;59.17592167854309;545764.3589000005
750;91.07808089256287;550486.2411999997
1000;124.2248420715332;550785.3287999987
