Number of scenarios;Runtime;Objective
5;5.125190734863281;4912.2936
10;10.488983869552612;4610.8518
20;21.536034107208252;4813.9411
50;55.358473777770996;4798.611499999999
75;84.63127422332764;4820.491499999998
100;115.56121897697449;4826.2303
150;178.30375742912292;4737.038500000003
200;247.2677092552185;4729.650099999999
250;315.1332244873047;4736.178200000002
300;386.14583373069763;4711.3976
400;525.08611536026;4713.658199999998
500;658.9191596508026;4707.246
750;1000.1481430530548;4733.436100000009
1000;1337.9086310863495;4739.4326999999985
