Number of scenarios;Runtime;Objective
5;3.015007734298706;10566.6494
10;6.310740947723389;11422.471500000001
20;12.8151113986969;11137.315900000001
50;33.07856774330139;11413.803499999995
75;50.90606880187988;11196.735099999994
100;68.82072401046753;10925.438900000001
150;106.53434014320374;10925.509299999992
200;146.15661597251892;10896.164799999999
250;187.80818605422974;10887.761500000004
300;227.4594805240631;10968.781499999994
400;313.30904746055603;10849.896799999995
500;400.85058879852295;10856.87280000001
750;607.0651330947876;10868.118999999995
1000;820.7036502361298;10830.362000000001
