Number of scenarios;Runtime;Objective
5;0.13572335243225098;439410.52359999996
10;0.23227882385253906;439450.60229999997
20;0.49033021926879883;406564.42500000005
50;1.2098958492279053;420885.8161
75;1.8291723728179932;433804.06860000006
100;2.4425277709960938;441343.141
150;3.7029690742492676;443162.93490000005
200;4.965911149978638;441358.9564
250;6.263805866241455;444517.2664000002
300;7.589385986328125;445325.8304999998
400;10.260428190231323;445041.8476
500;12.985443115234375;443961.9456000003
750;19.979491472244263;441369.2352999998
1000;27.111638069152832;441258.3048999998
