Number of scenarios;Runtime;Objective
5;0.05197763442993164;1013.4405999999999
10;0.09770822525024414;751.7616999999999
20;0.21839237213134766;717.7013999999998
50;0.5047156810760498;729.8228999999999
75;0.7833294868469238;704.8793999999998
100;1.0243487358093262;691.1481999999999
150;1.5705437660217285;703.9524
200;2.1250956058502197;706.2335999999997
250;2.6674647331237793;711.2678999999993
300;3.224792957305908;715.5891999999999
400;4.369401693344116;726.5495000000002
500;5.524430751800537;718.3525999999994
750;8.575334310531616;720.8644999999995
1000;11.723767757415771;716.7270000000011
