Number of scenarios;Runtime;Objective
5;0.0717008113861084;1158.3931
10;0.1089789867401123;1058.4426
20;0.23487234115600586;1046.6815000000001
50;0.5740475654602051;951.3874
75;0.8439412117004395;899.0469999999999
100;1.145676612854004;884.4221000000001
150;1.7494227886199951;882.6063000000003
200;2.2897214889526367;861.9430999999997
250;2.8972103595733643;860.7212999999994
300;3.528428792953491;874.6169999999996
400;4.792306900024414;878.6936000000001
500;5.951803684234619;868.6934000000005
750;9.280485153198242;861.6087000000009
1000;12.707928657531738;855.9396999999997
