Number of scenarios;Runtime;Objective
5;1.0342919826507568;10739.167800000003
10;2.0141146183013916;10464.7944
20;4.116366147994995;10000.1463
50;10.452378511428833;10094.495900000002
75;15.942532300949097;9879.502299999996
100;21.497454404830933;9665.8331
150;32.8541796207428;9501.129900000004
200;44.84926676750183;9428.552599999999
250;56.9315824508667;9465.747000000001
300;69.7456784248352;9364.215600000001
400;96.35352778434753;9393.282599999995
500;123.55879473686218;9424.2575
750;188.9082157611847;9369.629799999999
1000;255.55551552772522;9359.253099999987
