Number of scenarios;Runtime;Objective
5;0.6381664276123047;6481.1511
10;1.2536938190460205;7203.023099999999
20;2.550422430038452;8083.5529
50;6.486124753952026;8112.438700000001
75;9.854806184768677;8187.8834000000015
100;13.272806406021118;8407.679100000001
150;20.255216598510742;8490.2388
200;27.31956195831299;8573.7514
250;34.83104395866394;8460.288000000004
300;42.4366729259491;8540.516499999996
400;57.876776456832886;8621.142400000008
500;74.32023119926453;8570.749999999996
750;117.65919137001038;8575.998699999996
1000;162.82379817962646;8542.460700000001
