Number of scenarios;Runtime;Objective
5;0.022788047790527344;184537.6921
10;0.04162287712097168;160885.874
20;0.08190345764160156;158955.45
50;0.20738482475280762;180561.72020000004
75;0.31231188774108887;195236.0150999999
100;0.41669654846191406;194242.07359999997
150;0.651360034942627;198274.8724
200;0.8815171718597412;201272.85970000006
250;1.0913901329040527;199699.9882
300;1.36014986038208;199303.3582999999
400;1.8111684322357178;199020.68070000003
500;2.326180934906006;200024.6982999999
750;3.6365065574645996;200974.69959999988
1000;5.064399242401123;201663.0513000002
