Number of scenarios;Runtime;Objective
5;0.13525772094726562;4697.9059
10;0.25315260887145996;5502.098
20;0.48188281059265137;5985.443899999999
50;1.2694785594940186;5611.879300000001
75;1.8850593566894531;5683.223300000001
100;2.5269405841827393;5699.9895
150;3.8276007175445557;5662.412599999996
200;5.190624713897705;5855.771999999998
250;6.552055597305298;5772.6788
300;7.924076795578003;5789.811899999998
400;10.814871549606323;5816.855800000005
500;13.76271367073059;5770.762500000001
750;21.71834945678711;5749.371899999995
1000;30.108514308929443;5704.382599999998
