Number of scenarios;Runtime;Objective
5;1.9160914421081543;5353.1912
10;3.806631088256836;5159.4753
20;7.6366682052612305;5221.273
50;19.71996831893921;5095.860300000001
75;29.57434630393982;5069.5739
100;40.36130475997925;5101.108499999999
150;61.6309974193573;5121.515900000004
200;84.74197435379028;5122.9325
250;108.05405044555664;5108.003200000005
300;131.99282050132751;5150.909200000003
400;182.3779354095459;5142.292700000005
500;231.65942668914795;5134.0206000000035
750;364.61146354675293;5139.055899999999
1000;493.789044380188;5144.881999999999
