Number of scenarios;Runtime;Objective
5;0.01687932014465332;181643.2809
10;0.030294418334960938;157813.986
20;0.07630586624145508;143791.78160000002
50;0.14615654945373535;150957.78050000005
75;0.21923422813415527;147571.6555
100;0.32097816467285156;149448.0254
150;0.4409499168395996;150176.52700000003
200;0.6175992488861084;149338.33089999994
250;0.7849140167236328;146280.68699999998
300;0.9308328628540039;147073.55870000008
400;1.2829079627990723;145453.5315000001
500;1.6185946464538574;146541.51920000016
750;2.5372774600982666;148414.60780000009
1000;3.502753496170044;149493.83650000018
