Number of scenarios;Runtime;Objective
5;1.8033947944641113;5560.0022
10;3.4417953491210938;5079.5876
20;6.865583181381226;4664.84
50;17.547922611236572;4638.3251
75;26.70958137512207;4513.401900000002
100;36.14740967750549;4483.826999999999
150;55.89768719673157;4432.083799999999
200;75.81201791763306;4458.880099999999
250;96.97108483314514;4446.9902
300;117.98407196998596;4445.256499999998
400;162.9667146205902;4428.558499999999
500;208.25069093704224;4424.893099999997
750;326.1547677516937;4440.6644000000015
1000;447.7072777748108;4474.701800000002
