Number of scenarios;Runtime;Objective
5;1.1292002201080322;10218.6824
10;2.2421960830688477;9129.1745
20;4.438612461090088;8971.0762
50;11.289862632751465;8694.999000000002
75;17.10023784637451;8528.380400000002
100;23.059231758117676;8220.0532
150;35.29955053329468;8545.277600000001
200;48.369855642318726;8577.406300000004
250;61.18356251716614;8661.116399999994
300;74.3184711933136;8728.3514
400;102.85866260528564;8853.885700000003
500;132.32458567619324;8783.071600000003
750;208.2227268218994;8748.688900000005
1000;279.32990074157715;8755.448400000007
