Number of scenarios;Runtime;Objective
5;0.5744950771331787;7298.7372
10;1.1519804000854492;7106.1979
20;2.2928645610809326;7154.420900000001
50;5.84149694442749;7360.6191
75;8.824068307876587;7403.173599999999
100;11.908418893814087;7430.500900000001
150;18.067763090133667;7459.943299999997
200;24.505494117736816;7503.700099999999
250;31.03627586364746;7606.296999999999
300;37.66475296020508;7515.399600000003
400;51.95852446556091;7560.6155
500;66.45603489875793;7645.929000000005
750;105.42032194137573;7748.1512999999995
1000;145.3596386909485;7727.2055999999975
