Number of scenarios;Runtime;Objective
5;0.04737520217895508;715.0391999999999
10;0.10828113555908203;674.2807
20;0.18133330345153809;700.5079999999999
50;0.48980021476745605;660.0161000000002
75;0.7258472442626953;690.1888999999995
100;0.973351240158081;708.5791999999998
150;1.4710512161254883;700.7694999999999
200;1.9994361400604248;713.9646
250;2.4942786693573;720.6580000000004
300;3.0327136516571045;720.5115000000002
400;4.068750858306885;711.8920000000003
500;5.17964243888855;705.7848000000001
750;8.024492502212524;716.6560999999999
1000;10.966417789459229;713.5565999999994
