Number of scenarios;Runtime;Objective
5;0.3078899383544922;11172.4555
10;0.6137895584106445;9678.4275
20;1.2110164165496826;9343.7829
50;3.0983564853668213;9460.532
75;4.640711069107056;10038.350299999998
100;6.250403881072998;9742.881799999997
150;9.51291275024414;9724.642700000004
200;12.846887111663818;9858.9875
250;16.27979278564453;9927.364299999996
300;19.717766523361206;9919.606900000004
400;26.854036808013916;9991.368600000007
500;34.41352391242981;9939.054099999996
750;54.383145332336426;9907.82349999999
1000;76.07483839988708;9906.18319999999
