Number of scenarios;Runtime;Objective
5;0.02881145477294922;114213.8974
10;0.07146024703979492;104015.29009999998
20;0.10731816291809082;98708.75399999999
50;0.26746296882629395;90894.18639999999
75;0.42426300048828125;90642.73920000001
100;0.5547144412994385;93549.42370000006
150;0.8332870006561279;91535.37050000002
200;1.1196236610412598;92579.5308
250;1.420452356338501;93427.50370000003
300;1.7150123119354248;93916.61410000005
400;2.332789421081543;94499.36969999997
500;2.920191526412964;95274.05349999995
750;4.53770637512207;94680.37589999996
1000;6.1522016525268555;94040.334
