Number of scenarios;Runtime;Objective
5;1.2453651428222656;9007.6644
10;2.513843297958374;10046.130200000001
20;5.080779314041138;10661.6298
50;12.971165180206299;10448.685299999996
75;19.644478797912598;10646.5671
100;26.471415281295776;10582.625800000003
150;40.68015456199646;10649.688399999995
200;55.41769599914551;10589.389100000004
250;70.23430466651917;10617.994099999994
300;86.07234740257263;10623.664
400;119.28263115882874;10709.475900000009
500;153.49123740196228;10637.671
750;240.58218240737915;10533.713099999988
1000;330.95607829093933;10441.554700000012
