Number of scenarios;Runtime;Objective
5;0.7507026195526123;6594.9257
10;1.4460980892181396;6588.505300000001
20;2.941192626953125;6891.084099999999
50;7.4327733516693115;7098.9196
75;11.3431236743927;7277.026499999998
100;15.28731393814087;7306.959000000001
150;23.271126747131348;7219.942100000005
200;31.663674354553223;7310.141699999997
250;40.11874222755432;7338.570100000001
300;48.88638210296631;7452.318800000004
400;67.13332605361938;7265.400700000003
500;85.89244055747986;7270.969799999995
750;135.53381824493408;7218.845900000001
1000;187.58940315246582;7151.971500000004
