Number of scenarios;Runtime;Objective
5;0.4359726905822754;1889.2884
10;0.8474664688110352;2049.7302
20;1.6896159648895264;1925.8469000000002
50;4.28413987159729;2051.1597
75;6.466057777404785;2069.7067
100;8.737340927124023;2014.2781
150;13.266115665435791;2037.9232000000004
200;17.949411392211914;2015.609099999999
250;22.60539698600769;2008.0796000000005
300;27.22406029701233;2003.597099999999
400;37.277788162231445;1995.6155999999992
500;47.548768043518066;1994.3083000000006
750;73.6808078289032;2000.6786999999988
1000;101.94790458679199;1993.8453999999988
