Number of scenarios;Runtime;Objective
5;0.020314693450927734;122418.90369999998
10;0.038370370864868164;134264.2531
20;0.09151625633239746;130037.16
50;0.18713927268981934;120029.59470000003
75;0.2797222137451172;119379.516
100;0.39380526542663574;117592.14060000004
150;0.5963096618652344;118461.83619999999
200;0.7828176021575928;116751.49520000003
250;1.00229811668396;115988.32269999996
300;1.2088475227355957;117159.74999999999
400;1.6366753578186035;117940.32660000004
500;2.0292348861694336;117600.44340000006
750;3.1804444789886475;116663.70439999994
1000;4.367989540100098;116397.70260000008
