Number of scenarios;Runtime;Objective
5;0.27900171279907227;4254.7873
10;0.5485484600067139;4400.1385
20;1.120790958404541;4890.2809
50;2.780888795852661;4978.086000000002
75;4.205452919006348;5010.1044
100;5.656312942504883;5172.3447000000015
150;8.530551433563232;5273.424199999997
200;11.488229274749756;5234.571200000001
250;14.605262756347656;5231.263100000003
300;17.73230266571045;5259.5914999999995
400;24.200515508651733;5292.9681000000055
500;30.723063945770264;5300.6187
750;48.13147568702698;5333.668599999994
1000;66.92806673049927;5308.357599999992
