Number of scenarios;Runtime;Objective
5;0.45156407356262207;2302.6913999999997
10;0.8623368740081787;2227.6101
20;1.7412455081939697;2209.9257000000002
50;4.4116294384002686;2161.6512999999995
75;6.651256561279297;2164.4617000000003
100;8.932840824127197;2150.1130000000007
150;13.561606407165527;2128.1267999999995
200;18.289373636245728;2082.7305
250;23.093674659729004;2106.5254999999997
300;28.028992891311646;2096.442899999999
400;38.28780126571655;2102.307500000001
500;48.73507881164551;2100.575400000002
750;76.35002255439758;2111.6189000000004
1000;104.73153758049011;2099.9662000000003
