Number of scenarios;Runtime;Objective
5;0.027843236923217773;119995.1341
10;0.07076334953308105;119163.7362
20;0.10405993461608887;122768.63200000001
50;0.25760746002197266;119610.00120000003
75;0.40497255325317383;122469.55080000001
100;0.51920485496521;117943.80480000004
150;0.8275146484375;113310.8368
200;1.075606107711792;114256.70409999994
250;1.3743696212768555;114119.4814999999
300;1.6575677394866943;111971.8672
400;2.2038118839263916;110061.34889999994
500;2.8228766918182373;111271.11549999994
750;4.375334024429321;109813.25360000007
1000;5.923263788223267;109300.92869999973
