Number of scenarios;Runtime;Objective
5;0.04847407341003418;146781.8466
10;0.11222171783447266;169340.55870000002
20;0.19225549697875977;180044.5872
50;0.503908634185791;173434.9494
75;0.7570693492889404;172319.82400000002
100;1.0138230323791504;172467.33610000004
150;1.5246610641479492;176361.64050000004
200;2.0832791328430176;180074.31370000012
250;2.5964553356170654;180543.2673
300;3.150360345840454;182049.85640000002
400;4.197694778442383;181126.02930000005
500;5.3490190505981445;180168.9114000001
750;8.229217052459717;180843.6778000003
1000;11.352250337600708;180550.88120000032
