Number of scenarios;Runtime;Objective
5;0.9628660678863525;10653.94
10;1.9057979583740234;10593.931100000002
20;3.8421688079833984;10502.342999999999
50;9.814090728759766;10127.801699999998
75;14.927953481674194;10287.881900000004
100;20.15851140022278;10169.183700000001
150;30.30804967880249;9919.416799999997
200;41.81235098838806;9912.220100000004
250;52.99209642410278;9798.204300000007
300;64.36528730392456;9863.041300000004
400;89.04504179954529;9815.683300000008
500;114.24560117721558;9779.687300000003
750;180.2373969554901;9746.064100000001
1000;249.4263575077057;9718.052800000012
