Number of scenarios;Runtime;Objective
5;0.47443652153015137;1980.3514999999998
10;0.9263248443603516;2117.0669
20;1.878774881362915;2010.1202
50;4.748898506164551;2094.9162
75;7.187538385391235;2090.0002000000004
100;9.632743120193481;2110.925300000001
150;14.586301565170288;2118.6300999999994
200;19.81547260284424;2125.0088000000005
250;24.940558195114136;2142.6672999999996
300;30.308417797088623;2146.9420999999998
400;41.35401678085327;2136.8391
500;52.6533567905426;2131.8797999999983
750;82.08858370780945;2141.0049000000004
1000;113.07189798355103;2139.524400000003
